4.5_month.geojson,11.989101,23.160763,24.52316,86.92098,94.82289,95.91281,96.18529,94.82289,96.18529,100.0,
access.log,78.58223,80.31122,83.87724,87.46488,89.90707,90.231255,97.601036,99.221954,99.697426,100.0,
dpkg.log,87.38314,92.76694,94.12826,96.45317,97.154335,97.59718,98.97081,98.97081,99.74988,100.0,
ls-l.txt,96.94365,99.61796,99.71347,99.90449,99.90449,99.90449,99.90449,99.90449,100.0,100.0,
netstat-an.txt,11.278195,25.563911,31.578945,49.24812,53.759396,61.278194,77.44361,81.95489,93.233086,100.0,
